text,created_at,retweet_count,is_retweet
The four hospitals that we (FEMA) are building in NYC at the Javits Convention Center are moving along very well ahead of schedule. Many additional ventilators also delivered. Good conversation with Governor Cuomo!,03-25-2020 14:49:56,19603,FALSE
Just reported that the United States has done far more “testing” than any other nation by far! In fact over an eight day span the United States now does more testing than what South Korea (which has been a very successful tester) does over an eight week span. Great job!,03-25-2020 14:44:17,35386,FALSE
RT @DanScavino: #WashYourHands #SlowTheSpread#COVIDー19🌐https://t.co/dtE12cgFxs https://t.co/nXLoa9kmNY,03-25-2020 12:15:30,11797,TRUE
The Democrat’s Best &amp; Finest! https://t.co/xAmbP1Nnm0,03-25-2020 12:14:57,30495,FALSE
RT @LouDobbs: Gallup poll shows strong 60% approval of President @realDonaldTrump's handling of Virus Crisis:   Overall Job Approval Rating…,03-25-2020 11:49:30,13319,TRUE
RT @GreggJarrett: ‘Ya gotta admire the hypocrisy (and stupidity) of Adam Schiff. It’s okay for him to assert a government privilege. But wh…,03-25-2020 11:48:47,13608,TRUE
RT @GreggJarrett: There’s a lot of mud on Robert Mueller’s face these days.  His mug is caked with it. https://t.co/wuV49lteTb,03-25-2020 11:48:11,9406,TRUE
RT @GreggJarrett: Trump: Auto Manufacturers Given OK to Produce Much Needed Ventilators https://t.co/JedIlT1as9,03-25-2020 11:47:37,6758,TRUE
Gee that’s too bad. Such a fine guy. Presidential aspirations you know! https://t.co/MgOWgAzMxs,03-25-2020 11:47:26,19846,FALSE
RT @GreggJarrett: Can We Trust China to Ban Wet Markets? https://t.co/qS5eCF3d0V,03-25-2020 11:45:05,6050,TRUE
RT @GreggJarrett: Mainstream Media Got Caught Changing Headline to Favor Dems…TWICE https://t.co/7qQECqdhnL,03-25-2020 11:44:52,8814,TRUE
RT @GreggJarrett: Why did NPR only pick the low end to “fact check” Trump while ignoring the high end?  The Washington Post split the diff…,03-25-2020 11:44:43,4871,TRUE
This is really great news! I am so happy I can barely speak. He may have been a terrible presidential candidate and an even worse U.S. Senator but he is a RINO and I like him a lot! https://t.co/42zpWW9vzy,03-25-2020 11:36:48,29805,FALSE
RT @BreitbartNews: The corporate media isn't going to like this. https://t.co/khWTEU5cDg,03-25-2020 11:24:22,10700,TRUE
RT @BreitbartNews: Snowflakes are scampering to their crying circles and clutching their emotional support puppies over this. https://t.co/…,03-25-2020 11:23:56,8443,TRUE
RT @BreitbartNews: “We should never be reliant on a foreign country for the means of our own survival.” https://t.co/1LEJwvNK3X,03-25-2020 11:22:43,12846,TRUE
RT @BreitbartNews: The Establishment Media's Trump Derangement Syndrome hits a new low. https://t.co/lZYxxvprqX,03-25-2020 11:22:17,5048,TRUE
"RT @BreitbartNews: ""This crisis has underscored just how critical it is to have strong borders and a robust manufacturing sector."" https://…",03-25-2020 11:20:53,7297,TRUE
RT @LouDobbs: ⁦Real leadership: @realDonaldTrump⁩ says there's 'light at the end of the tunnel' as White House pitches $6T coronavirus stim…,03-25-2020 11:17:25,5497,TRUE
RT @Scavino45: 🚨BREAKING NEWS🚨https://t.co/iQdScq4OLS,03-25-2020 11:15:56,5451,TRUE
RT @thehill: #BREAKING: Overnight White House Senate reach deal on $2 trillion stimulus package https://t.co/Ey1VPCFXT2 https://t.co/W84VA…,03-25-2020 10:55:45,4781,TRUE
RT @Uncle_Muscle: BREAKING OVERNIGHTWhile you all slept operation Trumpbux has been initiated. https://t.co/5QVj150IGd,03-25-2020 10:53:35,5320,TRUE
I am working very hard to help New York City &amp; State. Dealing with both Mayor &amp; Governor and producing tremendously for them including four new medical centers and four new hospitals. Fake News that I won’t help them because I don’t like Cuomo (I do). Just sent 4000 ventilators!,03-25-2020 10:40:52,32226,FALSE
RT @JPN_PMO: After his telephone talks with IOC President Bach PM Abe spoke to the press and explained that the two have agreed that the T…,03-25-2020 10:25:25,9435,TRUE
“President Trump’s decision to very early on restrict travel from China saved tens of thousands of lives.”  @LouDobbs @FoxBusiness,03-25-2020 10:14:23,20642,FALSE
TOGETHER WE WILL PREVAIL! https://t.co/uQBlz594dR,03-24-2020 22:32:48,33393,FALSE
RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/wSJapMcrkl,03-24-2020 21:44:04,8320,TRUE
RT @USNavy: Underway - Steaming to Assist!#USNSMercy departs Naval Base San Diego in support of the nation's #COVID19 response efforts. R…,03-24-2020 21:42:37,11005,TRUE
RT @USNavy: USNS Mercy is underway.Check out this infographic to learn about the capabilities of #USNavy Hospital Ships #USNSComfort and…,03-24-2020 21:42:29,7962,TRUE
https://t.co/ytgBP3hJv1,03-24-2020 19:50:00,23047,FALSE
RT @WhiteHouse: Small businesses power our economy—and President Trump won't let them weather this alone. https://t.co/8pcLgtTxfs,03-24-2020 19:34:56,10660,TRUE
https://t.co/mDc66ML7rF,03-24-2020 19:31:27,15958,FALSE
Price transparency is so important for the people of our Country. In many ways it will prove to be as important as healthcare itself. A great issue for both Republicans and Democrats. Hopefully it will be approved!,03-24-2020 19:08:11,20767,FALSE
Will be doing a Town Hall on @FoxNews at 12:05 P.M. (Now). I will go on around 1:00 P.M. Enjoy!,03-24-2020 16:04:37,14516,FALSE
Our people want to return to work. They will practice Social Distancing and all else and Seniors will be watched over protectively &amp; lovingly. We can do two things together. THE CURE CANNOT BE WORSE (by far) THAN THE PROBLEM! Congress MUST ACT NOW. We will come back strong!,03-24-2020 14:16:34,55156,FALSE
Congress must approve the deal without all of the nonsense today. The longer it takes the harder it will be to start up our economy. Our workers will be hurt!,03-24-2020 12:45:18,40795,FALSE
This is not about the ridiculous Green New Deal. It is about putting our great workers and companies BACK TO WORK!,03-24-2020 12:04:25,45714,FALSE
The Defense Production Act is in full force but haven’t had to use it because no one has said NO! Millions of masks coming as back up to States.,03-24-2020 12:00:33,20794,FALSE
Keep Charlie Number One. Great Book! https://t.co/fG7YXOCk9R,03-24-2020 11:43:49,11778,FALSE
RT @NanHayworth: Hey @TheDemocrats what does the Kennedy Center have to do with COVID-19?Asking for 327 million friends,03-24-2020 11:42:02,14230,TRUE
RT @NikkiBAEley: When Nancy Pelosi receives a bill that will expedite relief to American workers but doesn't fund the Kennedy Center: https…,03-24-2020 11:40:55,15659,TRUE
RT @Kristal2768: @kirstiealley @realDonaldTrump Love you Kirstie don't be afraid to speak your mind!! @POTUS has done an a amazing job pro…,03-24-2020 11:34:41,5304,TRUE
Thank you Kirstie! https://t.co/EHQHglKDCN,03-24-2020 11:32:35,13959,FALSE
Buy the book and give Liz some Great Reviews! @OANN https://t.co/i43jDiSg1P,03-24-2020 11:19:27,10220,FALSE
RT @miblogestublog: Dr. Fauci is all of us 🤦🏼‍♂️ https://t.co/WTShJUchsr,03-24-2020 11:11:41,10494,TRUE
RT @GrahamLedger: R. E. S. P. E. C. T. LOL. #QuaratineLife,03-24-2020 11:06:14,5275,TRUE
"RT @AnnCoulter: ""the chance of dying is ... about 0.45 percent – very far from the World Health Organization’s [global mortality] figure of…",03-24-2020 11:01:03,8306,TRUE
A respected coal miner and great dad! Rest In Peace! https://t.co/4xMeHJKxuk,03-24-2020 10:58:35,8911,FALSE
The Media is hopeless. Too bad! https://t.co/VYXUbdO7Ms,03-24-2020 10:51:45,20812,FALSE
RT @RealJamesWoods: Dr. Birx is a sober professional thinker and analyst. I feel confident having her as an essential part of our team.,03-24-2020 10:48:30,9992,TRUE
Thank you Tony! https://t.co/U5XxzeQzXJ,03-24-2020 10:48:15,11306,FALSE
RT @RealJamesWoods: Voter fraud by Democrats is the second most dangerous thing to happen to America since this virus.,03-24-2020 10:38:49,16029,TRUE
The World market for face masks and ventilators is Crazy. We are helping the states to get equipment but it is not easy. Just got 400 Ventilators for @NYCMayor Bill de Blasio. Work beginning on 4 hospitals in New York! Millions of different type items coming!,03-24-2020 10:14:36,14432,FALSE
RT @BreitbartNews: Every American needs to see Joe Biden's latest brain freeze. https://t.co/CfrrHRElfy,03-24-2020 04:31:33,15638,TRUE
RT @KatrinaPierson: Trump Derangement Syndrome. Just a guess.,03-24-2020 04:30:34,9869,TRUE
RT @PressSec: President @realDonaldTrump just signed an EO to prevent hoarding &amp; price gouging of supplies needed in our war against the #C…,03-24-2020 04:29:07,10711,TRUE
"RT @GOPChairwoman: A message for Schumer &amp; Pelosi:""This should not be a time for political agendas but rather one for focusing solely an…",03-24-2020 04:27:32,12522,TRUE
"RT @IngrahamAngle: ""I’ll work with anybody to help the American people and the American worker — I don’t care who it is."" -- Donald Trump…",03-24-2020 04:26:47,11697,TRUE
RT @markknoller: Pres signed two broadband bills today:-requires Pres to ensure security of 5G and subsequent generation cell phone techno…,03-24-2020 04:26:12,4407,TRUE
RT @TiffanyATrump: We must all do our part to #SlowTheSpread! #TogetherApart #SocialDistancing #StayAtHome #WorkFromHome #StopTheSpread #Fl…,03-24-2020 04:23:51,5074,TRUE
This will never be approved by me or any other Republican! https://t.co/jWcGaS2QZC,03-24-2020 04:16:29,27542,FALSE
RT @AndrewCMcCarthy: Our experience suggests that hydroxychloroquine should be a first-line treatment for Covid-19. We can use it to save l…,03-24-2020 04:10:05,9200,TRUE
RT @SheerLevity: @bdomenech People are dying and the dems do this. It's literally the definition of evil. We've never seen a crisis like th…,03-24-2020 03:56:28,7506,TRUE
RT @benshapiro: Blaming Trump for someone ingesting fish tank cleaner is a new level of Trump Derangement Syndrome.,03-24-2020 03:52:59,20169,TRUE
The Hill/HarrisX: 61% to 39% Approval Rating on handling of Coronavirus situation. Thank you!,03-24-2020 03:43:45,14445,FALSE
Republicans had a deal until Nancy Pelosi rode into town from her extended vacation. The Democrats want the Virus to win? They are asking for things that have nothing to do with our great workers or companies. They want Open Borders &amp; Green New Deal. Republicans shouldn’t agree!,03-24-2020 03:33:07,49112,FALSE
....us since the beginning of this crisis.” They meant the opposite? Forgot to mention that I closed our Country to China (and Europe) very early long before it was considered acceptable to do so. Sleepy Joe said I was “xenophobic” but I saved thousands of lives! Fake News!,03-24-2020 02:44:49,15286,FALSE
This is the way the @nytimes finished a story on me. “You can see the contrast between the steady assured informed and strong leadership that VP Biden (Sleepy Joe) has shown and the bungling chaotic and dishonest start-stop approach that Mr. (not Pres.) Trump has shown....,03-24-2020 02:44:48,18940,FALSE
RT @JudiciaryGOP: A climate change study on aviation to combat #COVIDー19? Is this a joke @SpeakerPelosi?  How does that help average Ame…,03-24-2020 02:30:04,15397,TRUE
RT @ReaganBattalion: Here is what @SenSchumer and @SpeakerPelosi are blocking:$1200-PP $2400-Couple $500-Child$250 Billion-Unemploym…,03-24-2020 02:28:53,26578,TRUE
https://t.co/w36LLghHiA,03-24-2020 00:24:59,16180,FALSE
RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/Ciwe6T4Dr2,03-23-2020 22:11:48,8998,TRUE
....is NOT their fault in any way shape or form. They are working closely with us to get rid of it. WE WILL PREVAIL TOGETHER!,03-23-2020 21:31:20,21256,FALSE
It is very important that we totally protect our Asian American community in the United States and all around the world. They are amazing people and the spreading of the Virus....,03-23-2020 21:31:19,35724,FALSE
A great early result from a drug that will start tomorrow in New York and other places! #COVIDー19 https://t.co/4F4Qk4WFtK,03-23-2020 16:05:53,57014,FALSE
RT @realDonaldTrump: WE CANNOT LET THE CURE BE WORSE THAN THE PROBLEM ITSELF. AT THE END OF THE 15 DAY PERIOD WE WILL MAKE A DECISION AS T…,03-23-2020 15:06:12,62452,TRUE
The New York Times changed headlines 3 times in order to satisfy the Radical Left. What should have been a good story got “worse &amp; worse” until the headline alone made it very unfair. Fake &amp; Corrupt News that is very dangerous for our Country!,03-23-2020 14:28:42,38916,FALSE
THIS IS WHY WE NEED BORDERS!,03-23-2020 14:16:00,66047,FALSE
STRONG &amp; UNITED WE WILL PREVAIL! GOD BLESS THE USA!!https://t.co/T6UCyaPRIy,03-23-2020 13:07:55,33627,FALSE
https://t.co/AU2HE5cTTo,03-23-2020 13:02:30,12778,FALSE
RT @SecGeneScalia: .@POTUS signed the bipartisan Families First Coronavirus Response Act last night to support Americans affected by COVID-…,03-23-2020 12:47:09,8070,TRUE
RT @IvankaTrump: Thank you @WalmartInc for taking extraordinary measures to support American workers. You are a shining example of American…,03-23-2020 12:46:57,10002,TRUE
RT @GOPChairwoman: We truly have the best volunteers.Our grassroots army made a stunning 1.5 MILLION phone calls on Saturday alone.In a…,03-23-2020 12:43:22,6260,TRUE
RT @TrumpWarRoom: ⚠️ THREAD: President @realDonaldTrump took decisive action from the beginning to protect Americans from the Chinese coron…,03-23-2020 12:41:52,15581,TRUE
RT @KamVTV: MSNBC at Coronavirus presser: You were not prepared in beginning of outbreak of virus. Trump: In the beginning when I halted…,03-23-2020 12:41:01,20576,TRUE
RT @RandPaul: Senator Rand Paul has tested positive for COVID-19. He is feeling fine and is in quarantine. He is asymptomatic and was teste…,03-23-2020 12:32:55,19826,TRUE
RT @AndrewCMcCarthy: Chinese communist regime still claims only a couple of hundred people died in Tiananmen Square massacre. Why would any…,03-23-2020 12:32:31,15366,TRUE
RT @thebradfordfile: When Joe Biden eventually comes out of hiding he needs to start answering questions about the deals that enriched his…,03-23-2020 12:32:07,7845,TRUE
"RT @jasonrantz: Sen. Mitch McConnell is losing patience with Democrats (and Pelosi!) on the CARES Act blaming them for ""fiddling with the…",03-23-2020 12:30:55,12265,TRUE
RT @thebradfordfile: ENEMY OF THE PEOPLE. It's never been more clear...,03-23-2020 12:29:06,8553,TRUE
RT @thebradfordfile: President Trump and NY Governor Cuomo are demonstrating to the nation how to work together--and leave the politics asi…,03-23-2020 12:26:37,7199,TRUE
RT @thebradfordfile: NEVER FORGET -- While Joe Biden was giving Hunter a ride to China on Air Force Two to close a $1.5 billion deal with…,03-23-2020 12:25:07,11424,TRUE
RT @TomFitton: Surprise!  Destruction of the economy leads to less traffic and pollution.,03-23-2020 12:24:32,4746,TRUE
RT @DonaldJTrumpJr: WHO Spread False Chinese Government Propaganda: Coronavirus Not Contagious Among Humans  https://t.co/Wf0NpA9o7t,03-23-2020 12:24:23,17346,TRUE
RT @RealJamesWoods: We are in the middle of an international pandemic and the Democrats’ lead candidate has literally disappeared from the…,03-23-2020 12:22:09,17319,TRUE
RT @ChuckCallesto: @realDonaldTrump They should take a SERIOUS LOOK at this... 👇🏻https://t.co/WMIg9TInLS,03-23-2020 12:19:54,5704,TRUE
RT @steph93065: @realDonaldTrump Correct. 15 days then we keep the high risk groups protected as necessary and the rest of us go back to w…,03-23-2020 12:15:06,4762,TRUE
RT @TomiLahren: So we are all basically on house arrest but they are letting the prisoners out? Sounds like a brilliant idea.,03-23-2020 12:02:54,12278,TRUE
RT @FedupMil: Flatten the curve NOT the Economy,03-23-2020 12:01:44,6572,TRUE
RT @FedupMil: @Lrihendry @realDonaldTrump 15 days. Then we isolate the high risk groups and the rest of us get back to work before it’s all…,03-23-2020 12:01:00,3939,TRUE
RT @Lrihendry: @realDonaldTrump Thank you President Trump!,03-23-2020 12:00:43,2924,TRUE
RT @SexCounseling: @realDonaldTrump The fear of the virus cannot collapse our economy that President Trump has built up.  We The People a…,03-23-2020 12:00:39,4548,TRUE
Robert we will end up stronger than ever before. Thank you! https://t.co/4UfMaCmkg5,03-23-2020 11:59:50,12496,FALSE
RT @TomFitton: @realDonaldTrump Exactly. Governors and local officials should let people out of their homes before they let criminals out o…,03-23-2020 11:57:24,9070,TRUE
We will be guided by the wishes of Prime Minister Abe of Japan a great friend of the United States and a man who has done a magnificent job on the Olympic Venue as to attending the Olympic Games in Japan. He will make the proper decision!,03-23-2020 11:53:55,14434,FALSE
WE CANNOT LET THE CURE BE WORSE THAN THE PROBLEM ITSELF. AT THE END OF THE 15 DAY PERIOD WE WILL MAKE A DECISION AS TO WHICH WAY WE WANT TO GO!,03-23-2020 03:50:20,62452,FALSE
I watch and listen to the Fake News CNN MSDNC ABC NBC CBS some of FOX (desperately &amp; foolishly pleading to be politically correct) the @nytimes &amp; the @washingtonpost and all I see is hatred of me at any cost. Don’t they understand that they are destroying themselves?,03-23-2020 03:28:00,47272,FALSE
My friend (always there when I’ve needed him!) Senator @RandPaul was just tested “positive” from the Chinese Virus. That is not good! He is strong and will get better. Just spoke to him and he was in good spirits.,03-23-2020 01:20:08,30707,FALSE
RT @WhiteHouse: President @realDonaldTrump gave an update on the medical equipment and supplies being moved from our federal stockpile to t…,03-23-2020 00:38:30,9000,TRUE
RT @WhiteHouse: .@FEMA_Pete: FEMA is providing critical support to the Coronavirus response efforts of state local and tribal governments…,03-23-2020 00:38:25,5506,TRUE
RT @Mike_Pence: Thank you to the American people who are responding to President @realDonaldTrump’s 15 Days to Slow the Spread Guidelines a…,03-23-2020 00:38:19,9120,TRUE
"RT @WhiteHouse: President @realDonaldTrump: ""We're enduring a great national trial and we will prove that we can meet the moment ... No Am…",03-23-2020 00:38:14,11492,TRUE
RT @Scavino45: “As long as I am your president you can feel confident that you have a leader who will always fight for you...and I will no…,03-23-2020 00:37:47,17019,TRUE
RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/bPsEAcwjwb,03-22-2020 21:56:28,9368,TRUE
Will be having a News Conference from our beautiful White House at 5:00 P.M. Many things to discuss. Thank you!,03-22-2020 19:50:52,19994,FALSE
The hard working men and women of @UPS are working overtime to maintain our supply chain and deliver medical supplies to those in need. Your work is critical to the health of our nation keep it up!,03-22-2020 17:32:30,32247,FALSE
.@JBPritzker Governor of Illinois and a very small group of certain other Governors together with Fake News @CNN &amp; Concast (MSDNC) shouldn’t be blaming the Federal Government for their own shortcomings. We are there to back you up should you fail and always will be!,03-22-2020 16:14:59,28478,FALSE
RT @RepMichaelWaltz: So awesome to see Florida businesses stepping up to help our neighbors like this. This is the strong spirit of commu…,03-22-2020 16:07:36,5828,TRUE
RT @GOPLeader: RT to thank those who are keeping the shelves stocked and the deliveries coming. → Truck drivers→ Postal workers→ Superma…,03-22-2020 16:07:06,31316,TRUE
Working very well with States and our Nation’s Governors. #TEAMWORK,03-22-2020 14:52:09,16469,FALSE
Thank you to Fred Smith and @FedEx for the rapid emergency deliveries you are making all over our Nation. Keep it going!,03-22-2020 14:49:27,19630,FALSE
Ford General Motors and Tesla are being given the go ahead to make ventilators and other metal products FAST! @fema  Go for it auto execs lets see how good you are? @RepMarkMeadows @GOPLeader @senatemajldr,03-22-2020 14:25:16,34105,FALSE
RT @senatemajldr: Senate Republicans’ proposal the Coronavirus Aid Relief and Economic Security Act will get cash assistance in the han…,03-22-2020 13:34:18,6681,TRUE
RT @senatemajldr: Senate Republicans and @POTUS have a common goal: to get relief to American workers families &amp; small businesses as rapi…,03-22-2020 13:34:06,5776,TRUE
RT @senatemajldr: It's our job to step in and help people through this global pandemic. https://t.co/0rs8YASQqR,03-22-2020 13:29:38,5655,TRUE
RT @senatemajldr: The CARES Act would deliver direct financial help. Senate Republicans want to put cash in Americans’ hands. No tangled…,03-22-2020 13:29:18,6857,TRUE
RT @senatemajldr: Our Senate proposal would provide the quickest possible access to desperately-needed liquidity for small businesses acros…,03-22-2020 13:29:02,4376,TRUE
RT @senatemajldr: Laid-off workers cannot wait. Struggling Main Street businesses cannot wait. Our hospitals and health centers cannot wait…,03-22-2020 13:28:47,10268,TRUE
RT @senatemajldr: Senate Republicans’ CARES Act would continue to push resources to the front lines of the medical battle against this viru…,03-22-2020 13:28:31,3834,TRUE
RT @senatemajldr: Small businesses working families and medical responders across this country have made it clear: They need help now.…,03-22-2020 13:28:17,4874,TRUE
RT @senatemajldr: Kentucky’s state motto is “United we stand divided we fall.” I’m inspired by all the Kentuckians who are stepping up to…,03-22-2020 13:27:38,5383,TRUE
RT @senatemajldr: More Americans are being laid off every day. More small businesses are being forced to shed payroll every day. Our nurses…,03-22-2020 13:27:21,13105,TRUE
RT @senatemajldr: The past two days of intense bipartisan talks are very close to a resolution. An update on the Coronavirus Aid Relief &amp;…,03-22-2020 13:27:04,3839,TRUE
"RT @GOPChairwoman: Biden and Bernie are ""both heading toward the socialist cliff just in different vehicles. Bernie’s is a red Ferrari wh…",03-22-2020 13:25:44,7778,TRUE
RT @GOPChairwoman: Great story! https://t.co/pqnZH3P6aU,03-22-2020 13:25:26,2318,TRUE
RT @MariaBartiromo: Tomorrow join us #Exclusive ⁦@SundayFutures⁩ ⁦@FoxNews⁩ 10am et #Live ⁦@WhiteHouse⁩ peter Navarro ⁦@marcorubio⁩ ⁦@WarRo…,03-22-2020 13:25:00,2722,TRUE
RT @Breaking911: STATES THAT HAVE ISSUED A ‘STAY AT HOME ORDER’- CALIFORNIA - NEW YORK- ILLINOIS - PENNSYLVANIA - CONNECTICUT - OREG…,03-22-2020 13:24:47,8858,TRUE
RT @MariaBartiromo: .@USTreasury Mnuchin on the Fed and Trump's efforts to protect the US economy https://t.co/Raiy5c9MnX @stevenmnuchin1,03-22-2020 13:23:21,2678,TRUE
RT @MariaBartiromo: Former Ford CEO: Auto industry in 'much stronger position' than 2008 recession https://t.co/BUlsFMr4yD @MorningsMaria @…,03-22-2020 13:23:06,3028,TRUE
RT @MariaBartiromo: US could see lowest gas prices on record: Analyst https://t.co/CrL3F8Q329 @MorningsMaria @FoxBusiness,03-22-2020 13:22:08,2962,TRUE
RT @IvankaTrump: Laid-off workers cannot wait. Small Businesses cannot wait.At @realDonaldTrump’s direction we’re working around the ⏰ w/…,03-22-2020 10:27:39,7954,TRUE
RT @GOPChairwoman: Together we will win this war against coronavirus.  “This has been a week of national action and of great national sol…,03-22-2020 10:27:05,5512,TRUE
"RT @WhiteHouse: President @realDonaldTrump: ""Governors mayors businesses charities and citizens are all working with urgency and speed…",03-22-2020 10:26:49,6553,TRUE
RT @Mike_Pence: We encourage every American to listen to their state and local authorities and follow President @realDonaldTrump’s Coronavi…,03-22-2020 10:26:37,4605,TRUE
RT @WhiteHouse: Yesterday President @realDonaldTrump spoke with 12000 small businesses—the economic engine of our country.The Trump Adm…,03-22-2020 10:26:23,5374,TRUE
RT @WhiteHouse: President @realDonaldTrump signed legislation providing American workers with paid sick leave and paid family medical leave…,03-22-2020 10:26:16,8942,TRUE
"RT @TeamTrump: ""Democrats and Republicans in Congress are finding common ground and joining with President @realDonaldTrump in a bipartisan…",03-22-2020 10:25:46,3713,TRUE
RT @GOPChairwoman: Great reminder from @realDonaldTrump: “Every American has a role to play in defending our nation… Stay at home and sav…,03-22-2020 10:25:10,5586,TRUE
RT @notquitegonzo: Better be #Option2BernieIf he means what he said then he should fight with usJoe Biden is a death sentence for US A…,03-22-2020 10:20:36,3591,TRUE
RT @HeyPeggyGG: @TeamCavuto @ltgrusselhonore Coronavirus or no coronavirus Preident @realDonaldTrump hands down should be re-elected based…,03-22-2020 10:17:44,3283,TRUE
RT @beemtoaustin: @TeamCavuto @ltgrusselhonore @TheDemocrats hysteria will ruin the US.,03-22-2020 10:16:11,2393,TRUE
RT @TeamCavuto: .@SenJohnBarrasso to Neil: You have to be very concerned with your words and I'd expect much better from the Senate Minorit…,03-22-2020 10:12:57,2708,TRUE
RT @TeamCavuto: .@SenJohnKennedy to guest host @cvpayne: Our economy is going to take a short-term hit from the COVID-19 outbreak but I do…,03-22-2020 10:12:33,2502,TRUE
So true! https://t.co/ZQYjDYCrj2,03-22-2020 10:11:38,7750,FALSE
RT @Judgenap: Maintaining Freedom in America During Coronavirus Madnesshttps://t.co/gxUMEp0CU9,03-22-2020 10:10:53,2563,TRUE
RT @Varneyco: The Trump Administration is considering providing direct financial relief to individuals affected by the #coronavirus. Former…,03-22-2020 10:09:57,2845,TRUE
RT @Varneyco: One major side effect of this economic free-fall is that oil and gas prices are at their lowest point in 18 years. Some areas…,03-22-2020 10:09:43,2910,TRUE
That doesn’t sound like Michael does it? https://t.co/sHoTUU1paT,03-22-2020 10:07:25,8530,FALSE
"RT @cvpayne: Excuse me I want to interrupt the onslaught of negativity tonight and remind everyone there is no such thing as ""false hope.""…",03-22-2020 10:05:05,10576,TRUE
RT @MariaBartiromo: https://t.co/qcYWQKja53 join us @SundayFutures @FoxNews 10am et live @marcorubio @WhiteHouse peter Navarro @JNJNews ceo…,03-22-2020 10:04:39,2790,TRUE
RT @MariaBartiromo: Why Tom Cotton and Others Are Right To Question Where Coronavirus Started | The National Interest ⁦@SundayFutures⁩ ⁦@Fo…,03-22-2020 10:03:58,4001,TRUE
Maria is Great! https://t.co/nLSzlS0uDe,03-22-2020 10:03:36,6477,FALSE
RT @KenCalvert: What to know what you can do to help our community?✅ Practice social distancing✅ Donate blood https://t.co/7kAAbjMTAr✅…,03-22-2020 10:01:33,2386,TRUE
RT @RepMichaelWaltz: My friend @RepRiggleman just converted his family distillery into a hand sanitizer manufacturing facility. Another g…,03-22-2020 10:01:15,4129,TRUE
RT @Scavino45: A MESSAGE FROM @StateDept @SecPompeo. #COVID19 🌐https://t.co/s6BGagG63J🌐https://t.co/EBuzMFrvIC🌐https://t.co/sWQ2wQNxtC…,03-22-2020 10:00:38,4685,TRUE
RT @realDonaldTrump: Today I spoke with our Nation’s Small Businesses which employ nearly half of America’s workforce. We are taking the M…,03-22-2020 10:00:28,22960,TRUE
RT @realDonaldTrump: https://t.co/MLLfFTqv19,03-22-2020 10:00:11,14850,TRUE
RT @realDonaldTrump: https://t.co/2wAUfZwBsa,03-22-2020 09:59:58,12631,TRUE
RT @Jim_Jordan: The Trump Administration is working hard to help small businesses get through this difficult time.For small business owne…,03-22-2020 09:58:27,4092,TRUE
RT @realDonaldTrump: https://t.co/IPslmvEFjA,03-22-2020 09:57:13,15559,TRUE
RT @realDonaldTrump: Thank you @JennPellegrino @OANN,03-22-2020 09:55:05,10598,TRUE
RT @realDonaldTrump: https://t.co/Dc5QLivHWH,03-22-2020 09:54:42,11270,TRUE
RT @SenateGOP: Conference Chairman @SenJohnBarrasso:We have people all across this country—through no fault of their own—areout of work.…,03-22-2020 09:47:30,1685,TRUE
"RT @SenHawleyPress: ""This is a good time to be extra kind to one another.""Sen. Hawley and Erin share a message of encouragement as we fac…",03-22-2020 09:46:46,1878,TRUE
RT @SenateGOP: “In these sobering times I’m reminded of what makes America strong.”More from Senator @ChuckGrassley👇🏻 https://t.co/Km6bD…,03-22-2020 09:45:55,1759,TRUE
RT @SenatorTimScott: A quick update from Washington about what we are doing to provide the necessary resources to protect the American peop…,03-22-2020 09:45:37,1272,TRUE
RT @SenatorLankford: Remember the best places to stay up to date with the latest #COVID19 developments: @WhiteHouse @CDCgov @healthyoklah…,03-22-2020 09:45:21,1145,TRUE
RT @SenRickScott: We all need to do our part stay inside and promote social distancing. This is the best thing we can do to stem the sprea…,03-22-2020 09:44:37,1566,TRUE
RT @senrobportman: I hope you’ll  join me in thanking the folks working around the clock to keep the food supply chain moving and the shelv…,03-22-2020 09:44:26,1901,TRUE
RT @MikeCrapo: Over the past week blood centers throughout the country have experienced a significant drop in donations due to #COVID19. I…,03-22-2020 09:44:16,1362,TRUE
RT @WhiteHouse: The Chinese Communist Party Russia Iran and bad actors around the world are spreading misinformation and lies about the…,03-22-2020 09:43:55,12509,TRUE
"RT @DHS_Wolf: Hearing a lot about texts from ""friends at DHS"" or ""friends with connections at DHS"" that say DHS is planning a national lock…",03-22-2020 09:43:19,13223,TRUE
RT @sendavidperdue: Appreciate the opportunity to talk with Georgia Hospital Association members about the #coronavirus response and how we…,03-22-2020 09:42:50,1131,TRUE
RT @WHNSC: PSA: Text messages and emails about national quarantines are absolutely false and started by those wanting to cause fear and con…,03-22-2020 09:42:35,2687,TRUE
RT @SenateGOP: To the health care workers on the frontlines.To postal carriers truck drivers &amp; supermarket employees.To those staying…,03-22-2020 09:42:06,4003,TRUE
RT @realDonaldTrump: HYDROXYCHLOROQUINE &amp; AZITHROMYCIN taken together have a real chance to be one of the biggest game changers in the hi…,03-22-2020 04:15:37,103584,TRUE
